geoid,GEOID10,name,B25003001,"B25003001, Error",B25003002,"B25003002, Error",B25003003,"B25003003, Error"
14000US06037241400,6037241400,"Census Tract 2414, Los Angeles, CA",962,51,326,66,636,70
14000US06037242000,6037242000,"Census Tract 2420, Los Angeles, CA",1074,54,332,72,742,75
14000US06037242100,6037242100,"Census Tract 2421, Los Angeles, CA",751,40,2,4,749,39
14000US06037242200,6037242200,"Census Tract 2422, Los Angeles, CA",1661,64,546,117,1115,132
14000US06037242300,6037242300,"Census Tract 2423, Los Angeles, CA",1276,78,296,115,980,130
14000US06037242600,6037242600,"Census Tract 2426, Los Angeles, CA",1381,46,151,56,1230,74
14000US06037242700,6037242700,"Census Tract 2427, Los Angeles, CA",1281,63,634,102,647,104
14000US06037243000,6037243000,"Census Tract 2430, Los Angeles, CA",1350,100,803,108,547,125
14000US06037243100,6037243100,"Census Tract 2431, Los Angeles, CA",1530,49,450,86,1080,96
14000US06037261101,6037261101,"Census Tract 2611.01, Los Angeles, CA",1381,109,1217,123,164,96
14000US06037261102,6037261102,"Census Tract 2611.02, Los Angeles, CA",1467,123,1377,119,90,51
14000US06037261200,6037261200,"Census Tract 2612, Los Angeles, CA",1603,124,1314,146,289,102
14000US06037262100,6037262100,"Census Tract 2621, Los Angeles, CA",1131,125,988,124,143,80
14000US06037262200,6037262200,"Census Tract 2622, Los Angeles, CA",1766,125,1405,137,361,110
14000US06037262301,6037262301,"Census Tract 2623.01, Los Angeles, CA",859,52,807,54,52,30
14000US06037262302,6037262302,"Census Tract 2623.02, Los Angeles, CA",1194,84,852,96,342,91
14000US06037262303,6037262303,"Census Tract 2623.03, Los Angeles, CA",1086,92,1040,100,46,37
14000US06037262400,6037262400,"Census Tract 2624, Los Angeles, CA",1101,116,989,106,112,63
14000US06037262501,6037262501,"Census Tract 2625.01, Los Angeles, CA",1397,81,1169,98,228,96
14000US06037262601,6037262601,"Census Tract 2626.01, Los Angeles, CA",1349,89,1200,104,149,62
14000US06037262604,6037262604,"Census Tract 2626.04, Los Angeles, CA",2417,176,1978,183,439,152
14000US06037262704,6037262704,"Census Tract 2627.04, Los Angeles, CA",1609,114,995,114,614,118
14000US06037262706,6037262706,"Census Tract 2627.06, Los Angeles, CA",1314,79,985,95,329,101
14000US06037262802,6037262802,"Census Tract 2628.02, Los Angeles, CA",1327,134,1030,119,297,84
14000US06037264000,6037264000,"Census Tract 2640, Los Angeles, CA",1211,77,914,124,297,98
14000US06037264102,6037264102,"Census Tract 2641.02, Los Angeles, CA",1649,107,593,116,1056,122
14000US06037264103,6037264103,"Census Tract 2641.03, Los Angeles, CA",1464,97,341,90,1123,109
14000US06037264301,6037264301,"Census Tract 2643.01, Los Angeles, CA",3169,148,614,157,2555,192
14000US06037264302,6037264302,"Census Tract 2643.02, Los Angeles, CA",2962,156,1037,177,1925,203
14000US06037265100,6037265100,"Census Tract 2651, Los Angeles, CA",1264,120,800,91,464,122
14000US06037265201,6037265201,"Census Tract 2652.01, Los Angeles, CA",860,102,516,75,344,89
14000US06037265202,6037265202,"Census Tract 2652.02, Los Angeles, CA",1873,206,574,146,1299,206
14000US06037265301,6037265301,"Census Tract 2653.01, Los Angeles, CA",0,19,0,19,0,19
14000US06037265303,6037265303,"Census Tract 2653.03, Los Angeles, CA",1477,88,68,51,1409,89
14000US06037265304,6037265304,"Census Tract 2653.04, Los Angeles, CA",839,93,0,12,839,93
14000US06037265305,6037265305,"Census Tract 2653.05, Los Angeles, CA",1575,149,0,12,1575,149
14000US06037265410,6037265410,"Census Tract 2654.10, Los Angeles, CA",610,55,360,56,250,47
14000US06037265420,6037265420,"Census Tract 2654.20, Los Angeles, CA",751,49,474,70,277,69
14000US06037265510,6037265510,"Census Tract 2655.10, Los Angeles, CA",2200,172,284,115,1916,172
14000US06037265520,6037265520,"Census Tract 2655.20, Los Angeles, CA",2290,159,837,139,1453,175
14000US06037265601,6037265601,"Census Tract 2656.01, Los Angeles, CA",1372,71,515,89,857,100
14000US06037265602,6037265602,"Census Tract 2656.02, Los Angeles, CA",1455,137,858,148,597,149
14000US06037265700,6037265700,"Census Tract 2657, Los Angeles, CA",2393,171,973,164,1420,219
14000US06037267100,6037267100,"Census Tract 2671, Los Angeles, CA",2867,177,1419,200,1448,211
14000US06037267200,6037267200,"Census Tract 2672, Los Angeles, CA",2941,135,1021,152,1920,206
14000US06037267300,6037267300,"Census Tract 2673, Los Angeles, CA",2022,160,257,105,1765,155
14000US06037267402,6037267402,"Census Tract 2674.02, Los Angeles, CA",2707,134,479,151,2228,185
14000US06037267403,6037267403,"Census Tract 2674.03, Los Angeles, CA",1689,86,259,75,1430,100
14000US06037267404,6037267404,"Census Tract 2674.04, Los Angeles, CA",1622,78,246,86,1376,98
14000US06037267501,6037267501,"Census Tract 2675.01, Los Angeles, CA",2751,135,434,133,2317,166
14000US06037267502,6037267502,"Census Tract 2675.02, Los Angeles, CA",1651,78,412,97,1239,127
14000US06037267600,6037267600,"Census Tract 2676, Los Angeles, CA",1318,81,480,117,838,125
14000US06037267700,6037267700,"Census Tract 2677, Los Angeles, CA",1665,116,534,103,1131,126
14000US06037267800,6037267800,"Census Tract 2678, Los Angeles, CA",1164,83,639,85,525,98
14000US06037267901,6037267901,"Census Tract 2679.01, Los Angeles, CA",1421,136,1131,151,290,91
14000US06037267902,6037267902,"Census Tract 2679.02, Los Angeles, CA",1543,121,899,110,644,121
14000US06037269000,6037269000,"Census Tract 2690, Los Angeles, CA",2029,157,1291,144,738,167
14000US06037269100,6037269100,"Census Tract 2691, Los Angeles, CA",1881,135,645,126,1236,130
14000US06037269300,6037269300,"Census Tract 2693, Los Angeles, CA",1489,74,1199,83,290,77
14000US06037269500,6037269500,"Census Tract 2695, Los Angeles, CA",1304,80,1135,117,169,78
14000US06037269601,6037269601,"Census Tract 2696.01, Los Angeles, CA",1035,65,118,54,917,90
14000US06037269602,6037269602,"Census Tract 2696.02, Los Angeles, CA",1161,59,184,66,977,83
14000US06037269700,6037269700,"Census Tract 2697, Los Angeles, CA",1627,108,709,93,918,124
14000US06037269800,6037269800,"Census Tract 2698, Los Angeles, CA",1548,127,272,82,1276,132
14000US06037269903,6037269903,"Census Tract 2699.03, Los Angeles, CA",1705,109,99,47,1606,118
14000US06037269904,6037269904,"Census Tract 2699.04, Los Angeles, CA",2148,169,37,35,2111,176
14000US06037269905,6037269905,"Census Tract 2699.05, Los Angeles, CA",1424,89,0,12,1424,89
14000US06037269906,6037269906,"Census Tract 2699.06, Los Angeles, CA",1564,87,72,37,1492,89
14000US06037269907,6037269907,"Census Tract 2699.07, Los Angeles, CA",1384,94,126,36,1258,92
14000US06037270100,6037270100,"Census Tract 2701, Los Angeles, CA",2332,170,175,70,2157,169
14000US06037270200,6037270200,"Census Tract 2702, Los Angeles, CA",1271,79,441,78,830,107
14000US06037270300,6037270300,"Census Tract 2703, Los Angeles, CA",973,54,544,72,429,77
14000US06037271100,6037271100,"Census Tract 2711, Los Angeles, CA",934,45,599,62,335,65
14000US06037271200,6037271200,"Census Tract 2712, Los Angeles, CA",1177,93,197,60,980,102
14000US06037271300,6037271300,"Census Tract 2713, Los Angeles, CA",2021,102,1321,141,700,131
14000US06037271400,6037271400,"Census Tract 2714, Los Angeles, CA",1310,87,1163,115,147,82
14000US06037271500,6037271500,"Census Tract 2715, Los Angeles, CA",1349,66,714,83,635,103
14000US06037271600,6037271600,"Census Tract 2716, Los Angeles, CA",1936,88,579,78,1357,111
14000US06037271701,6037271701,"Census Tract 2717.01, Los Angeles, CA",2677,181,753,136,1924,182
14000US06037271702,6037271702,"Census Tract 2717.02, Los Angeles, CA",1893,108,470,90,1423,121
14000US06037271801,6037271801,"Census Tract 2718.01, Los Angeles, CA",1604,109,259,78,1345,120
14000US06037271802,6037271802,"Census Tract 2718.02, Los Angeles, CA",2602,145,366,125,2236,184
14000US06037271901,6037271901,"Census Tract 2719.01, Los Angeles, CA",1409,48,515,80,894,88
14000US06037271902,6037271902,"Census Tract 2719.02, Los Angeles, CA",1851,77,586,78,1265,89
14000US06037272100,6037272100,"Census Tract 2721, Los Angeles, CA",1834,78,1030,137,804,138
14000US06037272201,6037272201,"Census Tract 2722.01, Los Angeles, CA",1097,63,158,48,939,78
14000US06037272202,6037272202,"Census Tract 2722.02, Los Angeles, CA",1588,68,280,68,1308,84
14000US06037272301,6037272301,"Census Tract 2723.01, Los Angeles, CA",1293,84,498,95,795,119
14000US06037272302,6037272302,"Census Tract 2723.02, Los Angeles, CA",1862,117,226,65,1636,111
14000US06037273100,6037273100,"Census Tract 2731, Los Angeles, CA",1218,98,554,76,664,93
14000US06037273200,6037273200,"Census Tract 2732, Los Angeles, CA",1532,111,529,100,1003,126
14000US06037273300,6037273300,"Census Tract 2733, Los Angeles, CA",1474,123,347,107,1127,136
14000US06037273402,6037273402,"Census Tract 2734.02, Los Angeles, CA",1816,251,486,162,1330,256
14000US06037273502,6037273502,"Census Tract 2735.02, Los Angeles, CA",1662,125,352,79,1310,123
14000US06037273600,6037273600,"Census Tract 2736, Los Angeles, CA",1081,78,641,91,440,110
14000US06037273700,6037273700,"Census Tract 2737, Los Angeles, CA",1243,74,494,105,749,114
14000US06037273800,6037273800,"Census Tract 2738, Los Angeles, CA",1499,93,505,98,994,122
14000US06037273902,6037273902,"Census Tract 2739.02, Los Angeles, CA",2126,179,810,151,1316,189
14000US06037274100,6037274100,"Census Tract 2741, Los Angeles, CA",2326,176,829,185,1497,240
14000US06037274202,6037274202,"Census Tract 2742.02, Los Angeles, CA",2285,234,1293,221,992,218
14000US06037275101,6037275101,"Census Tract 2751.01, Los Angeles, CA",470,35,175,37,295,45
14000US06037275102,6037275102,"Census Tract 2751.02, Los Angeles, CA",1421,59,420,110,1001,108
14000US06037275200,6037275200,"Census Tract 2752, Los Angeles, CA",1721,80,424,90,1297,115
14000US06037275302,6037275302,"Census Tract 2753.02, Los Angeles, CA",2656,157,1553,200,1103,208
14000US06037275311,6037275311,"Census Tract 2753.11, Los Angeles, CA",2337,86,1016,134,1321,152
14000US06037275400,6037275400,"Census Tract 2754, Los Angeles, CA",2116,115,913,116,1203,146
14000US06037275500,6037275500,"Census Tract 2755, Los Angeles, CA",1907,44,494,78,1413,87
14000US06037275602,6037275602,"Census Tract 2756.02, Los Angeles, CA",5663,262,1903,204,3760,330
14000US06037275603,6037275603,"Census Tract 2756.03, Los Angeles, CA",1188,47,725,97,463,99
14000US06037276000,6037276000,"Census Tract 2760, Los Angeles, CA",2519,209,1753,185,766,180
14000US06037276100,6037276100,"Census Tract 2761, Los Angeles, CA",2837,179,500,126,2337,185
14000US06037276400,6037276400,"Census Tract 2764, Los Angeles, CA",1488,74,1265,101,223,84
14000US06037276500,6037276500,"Census Tract 2765, Los Angeles, CA",710,38,436,51,274,54
14000US06037276601,6037276601,"Census Tract 2766.01, Los Angeles, CA",1624,91,998,92,626,113
14000US06037276603,6037276603,"Census Tract 2766.03, Los Angeles, CA",3179,125,1546,199,1633,204
14000US06037276604,6037276604,"Census Tract 2766.04, Los Angeles, CA",2426,126,754,159,1672,209
14000US06037277000,6037277000,"Census Tract 2770, Los Angeles, CA",2205,82,1601,151,604,166
14000US06037277100,6037277100,"Census Tract 2771, Los Angeles, CA",1125,52,953,88,172,67
14000US06037277200,6037277200,"Census Tract 2772, Los Angeles, CA",1009,91,203,66,806,104
14000US06037277400,6037277400,"Census Tract 2774, Los Angeles, CA",341,76,9,13,332,76
14000US06037278001,6037278001,"Census Tract 2780.01, Los Angeles, CA",993,78,580,95,413,95
14000US06037278102,6037278102,"Census Tract 2781.02, Los Angeles, CA",1514,94,761,120,753,133
14000US06037291110,6037291110,"Census Tract 2911.10, Los Angeles, CA",1340,57,300,75,1040,86
14000US06037291120,6037291120,"Census Tract 2911.20, Los Angeles, CA",648,39,174,35,474,46
14000US06037291130,6037291130,"Census Tract 2911.30, Los Angeles, CA",985,59,679,65,306,65
14000US06037291210,6037291210,"Census Tract 2912.10, Los Angeles, CA",1603,61,787,136,816,144
14000US06037291220,6037291220,"Census Tract 2912.20, Los Angeles, CA",1037,48,402,64,635,77
14000US06037291300,6037291300,"Census Tract 2913, Los Angeles, CA",1107,44,792,65,315,68
14000US06037292000,6037292000,"Census Tract 2920, Los Angeles, CA",1959,82,554,105,1405,126
14000US06037293201,6037293201,"Census Tract 2932.01, Los Angeles, CA",2029,153,808,148,1221,199
14000US06037293202,6037293202,"Census Tract 2932.02, Los Angeles, CA",1782,118,334,81,1448,139
14000US06037293301,6037293301,"Census Tract 2933.01, Los Angeles, CA",1065,57,715,82,350,82
14000US06037293302,6037293302,"Census Tract 2933.02, Los Angeles, CA",1656,77,1001,126,655,132
14000US06037293304,6037293304,"Census Tract 2933.04, Los Angeles, CA",1460,77,485,92,975,113
14000US06037293306,6037293306,"Census Tract 2933.06, Los Angeles, CA",794,43,561,62,233,69
14000US06037293307,6037293307,"Census Tract 2933.07, Los Angeles, CA",914,57,217,53,697,76
14000US06037294110,6037294110,"Census Tract 2941.10, Los Angeles, CA",1114,59,585,92,529,98
14000US06037294120,6037294120,"Census Tract 2941.20, Los Angeles, CA",581,30,273,54,308,54
14000US06037294200,6037294200,"Census Tract 2942, Los Angeles, CA",1367,66,853,111,514,111
14000US06037294301,6037294301,"Census Tract 2943.01, Los Angeles, CA",688,15,504,56,184,56
14000US06037294302,6037294302,"Census Tract 2943.02, Los Angeles, CA",1195,73,544,95,651,110
14000US06037294410,6037294410,"Census Tract 2944.10, Los Angeles, CA",1634,72,656,115,978,113
14000US06037294421,6037294421,"Census Tract 2944.21, Los Angeles, CA",995,50,400,77,595,78
14000US06037294510,6037294510,"Census Tract 2945.10, Los Angeles, CA",1079,69,380,86,699,90
14000US06037294520,6037294520,"Census Tract 2945.20, Los Angeles, CA",906,41,301,62,605,65
14000US06037294610,6037294610,"Census Tract 2946.10, Los Angeles, CA",1160,58,452,94,708,93
14000US06037294620,6037294620,"Census Tract 2946.20, Los Angeles, CA",1099,68,444,87,655,88
14000US06037294701,6037294701,"Census Tract 2947.01, Los Angeles, CA",895,42,120,38,775,54
14000US06037294810,6037294810,"Census Tract 2948.10, Los Angeles, CA",1025,52,123,36,902,60
14000US06037294820,6037294820,"Census Tract 2948.20, Los Angeles, CA",874,40,89,40,785,49
14000US06037294830,6037294830,"Census Tract 2948.30, Los Angeles, CA",1038,34,167,52,871,59
14000US06037294900,6037294900,"Census Tract 2949, Los Angeles, CA",933,36,284,57,649,62
14000US06037295103,6037295103,"Census Tract 2951.03, Los Angeles, CA",1997,115,1654,142,343,119
14000US06037296210,6037296210,"Census Tract 2962.10, Los Angeles, CA",1007,58,215,57,792,72
14000US06037296220,6037296220,"Census Tract 2962.20, Los Angeles, CA",1775,109,127,56,1648,123
14000US06037296300,6037296300,"Census Tract 2963, Los Angeles, CA",2054,99,1253,123,801,129
14000US06037296401,6037296401,"Census Tract 2964.01, Los Angeles, CA",1268,80,968,95,300,89
14000US06037296402,6037296402,"Census Tract 2964.02, Los Angeles, CA",1116,65,865,98,251,93
14000US06037296500,6037296500,"Census Tract 2965, Los Angeles, CA",1306,83,478,108,828,130
14000US06037296600,6037296600,"Census Tract 2966, Los Angeles, CA",1948,121,444,145,1504,176
14000US06037296901,6037296901,"Census Tract 2969.01, Los Angeles, CA",1635,88,221,82,1414,127
14000US06037296902,6037296902,"Census Tract 2969.02, Los Angeles, CA",1678,78,336,101,1342,125
14000US06037297000,6037297000,"Census Tract 2970, Los Angeles, CA",2337,131,1406,183,931,164
14000US06037297110,6037297110,"Census Tract 2971.10, Los Angeles, CA",1558,88,235,70,1323,110
14000US06037297120,6037297120,"Census Tract 2971.20, Los Angeles, CA",1059,102,217,77,842,110
14000US06037297201,6037297201,"Census Tract 2972.01, Los Angeles, CA",1467,66,306,91,1161,114
14000US06037297202,6037297202,"Census Tract 2972.02, Los Angeles, CA",1399,106,611,94,788,135
14000US06037297300,6037297300,"Census Tract 2973, Los Angeles, CA",772,61,335,67,437,75
14000US06037297400,6037297400,"Census Tract 2974, Los Angeles, CA",1506,99,1276,117,230,81
14000US06037297500,6037297500,"Census Tract 2975, Los Angeles, CA",2092,156,1413,168,679,183
14000US06037297601,6037297601,"Census Tract 2976.01, Los Angeles, CA",1213,72,209,72,1004,106
14000US06037297602,6037297602,"Census Tract 2976.02, Los Angeles, CA",1712,86,700,115,1012,135
14000US06037300100,6037300100,"Census Tract 3001, Los Angeles, CA",1946,119,1823,129,123,75
14000US06037300200,6037300200,"Census Tract 3002, Los Angeles, CA",1863,90,1256,106,607,116
14000US06037300301,6037300301,"Census Tract 3003.01, Los Angeles, CA",2061,92,1790,131,271,100
14000US06037300400,6037300400,"Census Tract 3004, Los Angeles, CA",2074,89,1487,160,587,157
14000US06037300501,6037300501,"Census Tract 3005.01, Los Angeles, CA",1055,18,838,82,217,87
14000US06037300502,6037300502,"Census Tract 3005.02, Los Angeles, CA",2409,172,893,180,1516,223
14000US06037300600,6037300600,"Census Tract 3006, Los Angeles, CA",3578,85,1316,191,2262,204
14000US06037300701,6037300701,"Census Tract 3007.01, Los Angeles, CA",2076,134,1717,180,359,156
14000US06037300702,6037300702,"Census Tract 3007.02, Los Angeles, CA",1891,158,1635,176,256,113
14000US06037300800,6037300800,"Census Tract 3008, Los Angeles, CA",2776,133,1462,201,1314,216
14000US06037300901,6037300901,"Census Tract 3009.01, Los Angeles, CA",2203,106,1923,144,280,145
14000US06037300902,6037300902,"Census Tract 3009.02, Los Angeles, CA",741,23,673,42,68,40
14000US06037301000,6037301000,"Census Tract 3010, Los Angeles, CA",2085,102,722,141,1363,156
14000US06037301100,6037301100,"Census Tract 3011, Los Angeles, CA",2818,97,1072,161,1746,188
14000US06037301203,6037301203,"Census Tract 3012.03, Los Angeles, CA",1884,74,750,124,1134,124
14000US06037301204,6037301204,"Census Tract 3012.04, Los Angeles, CA",2123,93,148,85,1975,131
14000US06037301205,6037301205,"Census Tract 3012.05, Los Angeles, CA",747,28,595,61,152,61
14000US06037301206,6037301206,"Census Tract 3012.06, Los Angeles, CA",1861,82,470,101,1391,119
14000US06037301300,6037301300,"Census Tract 3013, Los Angeles, CA",700,23,637,35,63,30
